Date,Open,High,Low,Close,Adj Close,Volume
2002-01-09,116.680000,117.779999,115.339996,115.570000,78.524673,16610300
2002-01-10,115.690002,116.349998,115.300003,116.080002,78.871216,12823400
2002-01-11,116.209999,116.279999,114.699997,114.940002,78.096672,13708400
2002-01-14,114.650002,114.839996,113.959999,114.220001,77.607437,12301100
2002-01-15,114.550003,115.389999,113.900002,115.150002,78.239311,20219900
2002-01-16,114.300003,114.400002,112.690002,112.820000,76.656204,17067000
2002-01-17,113.760002,114.239998,113.400002,113.669998,77.233742,17283400
2002-01-18,113.000000,113.849998,112.669998,113.150002,76.880417,17028000
2002-01-22,113.750000,113.930000,112.019997,112.370003,76.350426,11689300
2002-01-23,112.629997,113.550003,112.019997,113.230003,76.934761,12438900
2002-01-24,113.639999,114.250000,113.320000,113.580002,77.172562,12142800
2002-01-25,113.120003,114.180000,113.040001,113.550003,77.152229,12810700
2002-01-28,113.900002,114.190002,112.919998,113.860001,77.362831,10589200
2002-01-29,113.849998,114.129997,110.050003,110.279999,74.930359,27720800
2002-01-30,110.389999,113.389999,108.400002,111.870003,76.010712,34711800
2002-01-31,112.150002,113.300003,111.620003,113.180000,76.900810,19909200
2002-02-01,113.089996,113.300003,112.169998,112.650002,76.540695,15838500
2002-02-04,112.230003,112.230003,109.440002,109.849998,74.638222,24243400
2002-02-05,109.400002,110.489998,108.529999,109.169998,74.176178,33614000
2002-02-06,109.650002,109.739998,108.059998,108.699997,73.856819,29486000
2002-02-07,108.720001,109.860001,108.000000,108.019997,73.394798,23445400
2002-02-08,108.629997,110.750000,108.300003,110.089996,74.801285,19277800
2002-02-11,110.050003,111.639999,109.820000,111.440002,75.718552,18792400
2002-02-12,110.959999,111.709999,110.029999,111.089996,75.480743,13942500
2002-02-13,111.480003,112.540001,111.349998,112.269997,76.282501,16781100
2002-02-14,112.510002,112.970001,111.589996,112.059998,76.139786,20453800
2002-02-15,112.150002,112.239998,110.709999,110.889999,75.344849,18366800
2002-02-19,110.150002,110.290001,108.610001,108.760002,73.897629,15988100
2002-02-20,109.050003,110.589996,107.820000,110.589996,75.141006,29242800
2002-02-21,109.930000,110.629997,108.260002,108.300003,73.585052,26288600
2002-02-22,108.349998,109.940002,107.870003,109.639999,74.495529,26572900
2002-02-25,109.739998,111.809998,109.699997,111.449997,75.725349,17458700
2002-02-26,111.599998,112.040001,110.570000,111.220001,75.569046,22346500
2002-02-27,111.959999,112.860001,110.650002,111.650002,75.861214,28597900
2002-02-28,111.830002,112.750000,111.029999,111.150002,75.521492,23755400
2002-03-01,111.720001,113.849998,111.510002,113.739998,77.281265,26273600
2002-03-04,113.900002,115.989998,113.650002,115.750000,78.646996,27184600
2002-03-05,115.330002,116.400002,114.970001,115.379997,78.395607,22718900
2002-03-06,115.099998,117.150002,115.070000,116.750000,79.326454,20143200
2002-03-07,117.360001,117.500000,115.570000,116.500000,79.156593,19330800
2002-03-08,117.379997,117.900002,116.480003,116.989998,79.489517,19930100
2002-03-11,116.889999,117.900002,116.430000,117.239998,79.659386,15621800
2002-03-12,116.099998,117.250000,115.940002,117.169998,79.611839,17153600
2002-03-13,116.629997,116.750000,115.639999,116.040001,78.844048,17175300
2002-03-14,116.040001,116.430000,115.629997,115.879997,78.735321,11168100
2002-03-15,115.970001,116.949997,115.900002,116.650002,79.485550,21220100
2002-03-18,117.099998,117.559998,116.099998,116.669998,79.499176,17548900
2002-03-19,117.300003,117.739998,116.820000,117.449997,80.030670,17912000
2002-03-20,116.500000,116.580002,115.190002,115.239998,78.524773,17114500
2002-03-21,115.300003,115.900002,114.120003,115.290001,78.558853,25846800
2002-03-22,115.500000,115.940002,114.699997,115.040001,78.388496,15235400
2002-03-25,115.089996,115.360001,113.300003,113.610001,77.414093,17499600
2002-03-26,113.519997,115.019997,113.470001,114.269997,77.863815,19947600
2002-03-27,114.029999,115.010002,113.760002,114.570000,78.068245,19020300
2002-03-28,114.970001,115.769997,114.500000,114.519997,78.034157,17532900
2002-04-01,114.230003,115.099998,113.500000,114.570000,78.068245,17711000
2002-04-02,113.980003,114.949997,113.769997,113.940002,77.638969,15669500
2002-04-03,114.010002,114.209999,112.160004,113.139999,77.093819,25658500
2002-04-04,112.599998,113.400002,112.230003,112.669998,76.773552,23549000
2002-04-05,113.190002,113.629997,112.180000,112.690002,76.787209,19404900
2002-04-08,111.320000,113.029999,111.230003,112.930000,76.950737,16470100
2002-04-09,113.180000,113.180000,111.930000,112.139999,76.412392,15122700
2002-04-10,112.099998,113.540001,112.089996,113.410004,77.277824,17199300
2002-04-11,112.889999,113.050003,110.500000,110.589996,75.356216,25453700
2002-04-12,111.019997,111.650002,110.040001,111.419998,75.921814,14950600
2002-04-15,111.620003,111.860001,110.199997,110.570000,75.342621,17394900
2002-04-16,111.699997,113.320000,111.669998,113.199997,77.134720,15040900
2002-04-17,113.389999,113.669998,112.599998,112.959999,76.971153,12920100
2002-04-18,112.900002,113.459999,111.150002,112.470001,76.637268,25204800
2002-04-19,113.199997,113.239998,112.559998,112.879997,76.916641,10499200
2002-04-22,112.379997,112.430000,110.839996,111.000000,75.635620,13922900
2002-04-23,111.089996,111.480003,110.169998,110.519997,75.308571,16967000
2002-04-24,110.559998,111.809998,109.400002,109.410004,74.552208,18902700
2002-04-25,109.209999,109.739998,108.720001,109.470001,74.593079,25451500
2002-04-26,109.790001,110.010002,107.290001,107.389999,73.175766,19769800
2002-04-29,107.930000,108.260002,106.629997,106.860001,72.814621,17724400
2002-04-30,107.019997,108.639999,106.639999,107.860001,73.496010,19473500
2002-05-01,107.970001,109.250000,106.800003,109.180000,74.395485,24575600
2002-05-02,109.099998,109.910004,107.779999,108.760002,74.109268,15666800
2002-05-03,108.599998,108.760002,107.199997,107.580002,73.305237,18185500
2002-05-06,107.639999,107.989998,105.309998,105.470001,71.867493,23630400
2002-05-07,106.099998,106.320000,104.900002,105.099998,71.615349,21910000
2002-05-08,107.050003,109.360001,106.790001,109.010002,74.279633,27917400
2002-05-09,108.650002,109.099998,107.580002,107.750000,73.421051,18085600
2002-05-10,107.970001,108.050003,105.599998,105.720001,72.037788,18958900
2002-05-13,106.220001,107.949997,105.790001,107.870003,73.502831,14677700
2002-05-14,109.620003,110.370003,109.000000,110.220001,75.104118,34201200
2002-05-15,109.500000,110.910004,109.290001,109.790001,74.811134,29535300
2002-05-16,109.699997,110.480003,109.330002,110.360001,75.199524,28092000
2002-05-17,110.660004,111.250000,110.099998,110.900002,75.567474,27823700
2002-05-20,110.639999,110.690002,109.489998,109.699997,74.749779,13833800
2002-05-21,110.110001,110.480003,108.320000,108.699997,74.068359,16877200
2002-05-22,108.220001,109.120003,108.000000,108.940002,74.231949,15844200
2002-05-23,109.260002,110.360001,108.480003,110.099998,75.022362,13879800
2002-05-24,109.980003,110.199997,108.610001,108.690002,74.061592,11877000
2002-05-28,109.050003,109.129997,107.449997,108.099998,73.659561,24236900
2002-05-29,107.620003,108.019997,107.129997,107.300003,73.114456,14773300
2002-05-30,106.550003,107.510002,105.900002,107.000000,72.910042,18217900
2002-05-31,107.400002,108.559998,106.849998,107.220001,73.059921,19826300
2002-06-03,107.089996,107.599998,104.129997,104.370003,71.117950,26056300
2002-06-04,104.150002,105.199997,103.550003,104.629997,71.295097,25856200
2002-06-05,104.949997,105.669998,104.349998,105.610001,71.962891,19695900
2002-06-06,105.540001,105.599998,103.150002,103.459999,70.497871,22998500
2002-06-07,101.779999,103.919998,101.720001,103.339996,70.416077,24011600
2002-06-10,103.239998,104.459999,103.019997,103.739998,70.688660,18759900
2002-06-11,104.129997,104.540001,101.730003,101.959999,69.475746,19990700
2002-06-12,101.709999,102.809998,100.779999,102.580002,69.898232,31266000
2002-06-13,102.129997,103.000000,101.339996,101.550003,69.196381,21043900
2002-06-14,100.309998,101.559998,98.500000,101.400002,69.094170,39267500
2002-06-17,101.919998,104.339996,101.849998,104.120003,70.947617,17647200
2002-06-18,103.739998,105.029999,103.629997,104.970001,71.526764,21628500
2002-06-19,103.500000,104.430000,102.239998,102.519997,69.857323,21540700
2002-06-20,102.260002,103.050003,100.959999,101.209999,68.964684,25691000
2002-06-21,100.470001,100.930000,98.680000,99.279999,67.886368,31190700
2002-06-24,98.610001,100.690002,97.250000,99.800003,68.241951,37169700
2002-06-25,100.300003,100.889999,97.540001,97.559998,66.710251,33355000
2002-06-26,95.199997,98.150002,95.190002,97.720001,66.819664,37913600
2002-06-27,98.500000,99.489998,96.570000,99.430000,67.988922,31616400
2002-06-28,99.239998,100.500000,98.879997,98.959999,67.667542,28184200
2002-07-01,99.180000,99.800003,96.889999,97.029999,66.347839,20270200
2002-07-02,96.860001,97.199997,94.769997,94.970001,64.939278,34213900
2002-07-03,94.620003,95.839996,93.720001,95.510002,65.308487,30565800
2002-07-05,96.779999,99.529999,96.660004,99.309998,67.906876,19013500
2002-07-08,98.980003,99.699997,97.559998,98.070000,67.058960,19118600
2002-07-09,97.730003,98.339996,95.010002,95.599998,65.370064,28620400
2002-07-10,96.000000,96.070000,92.040001,92.120003,62.990475,50522500
2002-07-11,91.760002,93.349998,90.320000,92.870003,63.503311,59476500
2002-07-12,93.330002,93.889999,91.519997,91.849998,62.805836,39018600
2002-07-15,91.639999,92.400002,87.889999,92.339996,63.140854,77317200
2002-07-16,91.120003,92.379997,89.870003,90.559998,61.923717,53282400
2002-07-17,92.459999,93.300003,89.750000,90.739998,62.046822,48880600
2002-07-18,90.699997,91.099998,87.750000,87.800003,60.036484,32656700
2002-07-19,86.760002,87.550003,84.300003,84.709999,57.923557,77572600
2002-07-22,84.099998,85.910004,81.449997,82.199997,56.207272,78134000
2002-07-23,82.550003,83.239998,79.750000,79.949997,54.668747,74484100
2002-07-24,78.129997,85.120003,77.680000,84.720001,57.930428,107022800
2002-07-25,84.269997,85.849998,81.599998,84.000000,57.438084,87176600
2002-07-26,84.650002,85.930000,83.800003,85.599998,58.532127,41206800
2002-07-29,87.500000,90.339996,87.300003,89.769997,61.383545,53492900
2002-07-30,89.320000,91.400002,88.720001,90.940002,62.183586,47532200
2002-07-31,90.489998,91.550003,89.250000,91.160004,62.334030,44669900
2002-08-01,90.879997,91.349998,88.330002,88.779999,60.706596,66571900
2002-08-02,88.500000,88.910004,85.620003,86.790001,59.345863,51772900
2002-08-05,86.489998,86.930000,83.550003,83.769997,57.280830,47191300
2002-08-06,85.230003,87.900002,85.110001,86.589996,59.209087,64730000
2002-08-07,87.870003,88.500000,85.769997,88.099998,60.241642,43289400
2002-08-08,88.419998,91.099998,87.800003,90.949997,62.190430,48339800
2002-08-09,90.099998,91.940002,89.349998,91.290001,62.422916,41879200
2002-08-12,89.989998,91.269997,89.550003,90.620003,61.964771,25841700
2002-08-13,90.150002,91.660004,88.650002,88.970001,60.836510,49690500
2002-08-14,89.019997,92.629997,88.019997,92.220001,63.058807,57423600
2002-08-15,92.839996,93.989998,92.199997,93.500000,63.934059,45551500
2002-08-16,92.820000,94.080002,92.000000,93.220001,63.742634,36517300
2002-08-19,93.459999,95.750000,93.099998,95.400002,65.233253,33669900
2002-08-20,94.820000,95.400002,93.620003,94.389999,64.542633,30508300
2002-08-21,95.059998,95.779999,93.570000,95.750000,65.472603,39628900
2002-08-22,95.489998,97.150002,95.070000,96.680000,66.108543,38399800
2002-08-23,96.010002,96.150002,94.150002,94.599998,64.686226,33716400
2002-08-26,94.910004,95.639999,93.500000,95.260002,65.137505,33830100
2002-08-27,95.699997,96.250000,93.500000,94.160004,64.385422,35335700
2002-08-28,93.279999,93.489998,91.800003,92.099998,62.976753,38970600
2002-08-29,91.269997,93.050003,90.809998,92.139999,63.004116,42965700
2002-08-30,91.680000,93.389999,91.400002,91.779999,62.757919,30366700
2002-09-03,90.730003,91.000000,88.150002,88.279999,60.364704,76586400
2002-09-04,88.610001,90.250000,88.059998,89.540001,61.226254,51099500
2002-09-05,88.489998,89.430000,87.500000,88.779999,60.706596,67250900
2002-09-06,89.750000,90.570000,89.339996,90.000000,61.540813,38622200
2002-09-09,89.099998,91.349998,88.800003,90.660004,61.992119,33998400
2002-09-10,91.139999,91.779999,90.559998,91.699997,62.703270,41416600
2002-09-11,92.470001,93.330002,91.099998,91.129997,62.313519,27711200
2002-09-12,90.750000,90.839996,88.989998,89.449997,61.164745,43601700
2002-09-13,88.690002,89.900002,88.250000,89.669998,61.315178,41131000
2002-09-16,89.309998,89.889999,88.459999,89.889999,61.465603,28167600
2002-09-17,90.889999,91.190002,87.750000,87.830002,60.056995,47609700
2002-09-18,87.010002,88.500000,86.279999,86.949997,59.455250,54719400
2002-09-19,85.989998,86.800003,84.699997,84.699997,57.916763,48510500
2002-09-20,84.919998,85.199997,84.050003,84.349998,57.935997,46325600
2002-09-23,83.650002,84.059998,82.690002,83.660004,57.462048,46893800
2002-09-24,82.440002,83.650002,81.849998,82.309998,56.534824,69507000
2002-09-25,83.370003,84.769997,82.040001,84.349998,57.935997,59294400
2002-09-26,85.019997,85.970001,84.449997,85.730003,58.883846,53638000
2002-09-27,85.000000,85.629997,82.750000,82.750000,56.837029,64648300
2002-09-30,82.000000,82.800003,80.900002,81.790001,56.177654,73096400
2002-10-01,82.430000,85.769997,81.470001,85.720001,58.876976,67198100
2002-10-02,84.690002,85.529999,82.599998,83.150002,57.111782,56749100
2002-10-03,83.139999,84.599998,81.949997,82.309998,56.534824,55547000
2002-10-04,82.800003,82.919998,79.580002,80.800003,55.497662,68483700
2002-10-07,80.059998,81.199997,78.550003,79.129997,54.350655,53188000
2002-10-08,79.809998,81.309998,78.199997,80.370003,55.202328,79531000
2002-10-09,79.089996,79.699997,77.779999,78.099998,53.643150,79956400
2002-10-10,77.940002,81.070000,77.070000,80.629997,55.380878,76749000
2002-10-11,82.099998,84.730003,81.820000,84.160004,57.805504,82308300
2002-10-14,83.199997,84.849998,83.040001,84.629997,58.128304,40631900
2002-10-15,86.989998,88.720001,86.849998,88.699997,60.923801,82320300
2002-10-16,87.410004,87.800003,85.919998,86.550003,59.447083,62977800
2002-10-17,88.870003,89.300003,87.849998,88.269997,60.628445,68534100
2002-10-18,87.650002,89.110001,86.930000,88.639999,60.882591,47448700
2002-10-21,88.120003,90.500000,87.570000,90.169998,61.933495,45859100
2002-10-22,89.050003,90.010002,88.519997,89.519997,61.487015,40966800
2002-10-23,88.769997,90.269997,87.680000,90.199997,61.954056,54905800
2002-10-24,90.750000,90.900002,88.099998,88.360001,60.690254,54987400
2002-10-25,88.209999,90.389999,87.940002,90.199997,61.954056,43672100
2002-10-28,91.150002,91.290001,88.849998,89.610001,61.548847,39416100
2002-10-29,89.080002,89.489998,87.000000,88.570000,60.834526,59508200
2002-10-30,88.680000,89.959999,88.230003,89.430000,61.425186,41688600
2002-10-31,89.660004,90.300003,88.190002,88.519997,60.800167,41620600
2002-11-01,88.349998,90.820000,88.050003,90.269997,62.002148,51878900
2002-11-04,91.800003,92.940002,90.900002,91.129997,62.592861,49080600
2002-11-05,90.839996,92.070000,90.839996,91.849998,63.087383,37270800
2002-11-06,92.480003,93.070000,90.790001,93.040001,63.904758,65013100
2002-11-07,92.019997,92.220001,90.220001,90.760002,62.338718,51572000
2002-11-08,90.529999,91.570000,89.519997,89.650002,61.576302,37905400
2002-11-11,89.510002,89.559998,87.800003,88.260002,60.621563,33505100
2002-11-12,88.660004,89.930000,88.370003,88.959999,61.102386,37724500
2002-11-13,88.320000,89.739998,87.449997,89.050003,61.164230,63891500
2002-11-14,90.070000,91.000000,89.750000,90.730003,62.318111,31896800
2002-11-15,90.000000,91.550003,89.949997,91.400002,62.778297,39152100
2002-11-18,92.150002,92.150002,90.349998,90.480003,62.146389,28934800
2002-11-19,90.019997,91.099998,89.760002,90.360001,62.063969,32806600
2002-11-20,89.980003,92.419998,89.949997,92.370003,63.444515,36688400
2002-11-21,92.599998,94.190002,92.430000,94.089996,64.625946,55128200
2002-11-22,93.480003,94.269997,93.269997,93.419998,64.165741,32513800
2002-11-25,93.430000,94.260002,92.769997,93.480003,64.206955,33846400
2002-11-26,93.070000,93.449997,91.620003,91.699997,62.984364,42284700
2002-11-27,92.519997,94.650002,92.430000,94.279999,64.756401,37764000
2002-11-29,94.800003,94.949997,93.769997,93.980003,64.550362,19385700
2002-12-02,95.470001,96.050003,93.220001,94.129997,64.653442,49911900
2002-12-03,93.250000,93.400002,92.349998,92.870003,63.787971,34407700
2002-12-04,91.769997,93.139999,91.430000,92.449997,63.499508,64040800
2002-12-05,92.730003,92.800003,91.099998,91.430000,62.798916,36724900
2002-12-06,90.120003,92.169998,89.980003,92.029999,63.210987,49824100
2002-12-09,91.070000,91.459999,89.480003,89.500000,61.473274,36789600
2002-12-10,90.019997,91.099998,89.760002,90.699997,62.297501,33319900
2002-12-11,90.419998,91.620003,90.160004,90.779999,62.352455,39201000
2002-12-12,91.199997,91.489998,90.199997,90.769997,62.345581,34465600
2002-12-13,89.910004,90.480003,89.269997,89.339996,61.363384,36862200
2002-12-16,89.820000,91.790001,89.660004,91.650002,62.950016,37098400
2002-12-17,91.370003,91.739998,90.739998,90.849998,62.400543,32353900
2002-12-18,90.320000,90.400002,89.330002,89.800003,61.679329,35612600
2002-12-19,89.349998,90.699997,88.599998,89.160004,61.239742,39264200
2002-12-20,89.199997,90.019997,89.099998,89.989998,62.113544,31176900
2002-12-23,89.589996,90.470001,89.309998,90.019997,62.134270,22599300
2002-12-24,89.589996,89.860001,89.250000,89.349998,61.671833,10937000
2002-12-26,89.699997,90.610001,88.839996,89.389999,61.699451,17485600
2002-12-27,88.959999,89.290001,87.379997,87.379997,60.312057,22205700
2002-12-30,87.790001,88.470001,87.220001,88.110001,60.815929,29968000
2002-12-31,87.989998,88.430000,87.110001,88.230003,60.898785,34036600
2003-01-02,88.849998,91.300003,88.540001,91.070000,62.858990,44516300
2003-01-03,90.910004,91.379997,90.500000,91.349998,63.052292,32222600
2003-01-06,91.239998,93.489998,91.169998,92.959999,64.163536,40984500
2003-01-07,92.900002,93.370003,92.199997,92.730003,64.004807,38640400
2003-01-08,92.199997,92.400002,91.050003,91.389999,63.079895,38702200
2003-01-09,91.820000,93.180000,91.410004,92.809998,64.060020,34804900
2003-01-10,91.949997,93.639999,91.800003,93.059998,64.232582,37768900
2003-01-13,93.540001,93.860001,92.440002,93.029999,64.211876,31649900
2003-01-14,92.690002,93.830002,92.410004,93.330002,64.418915,30733000
2003-01-15,93.540001,93.570000,91.910004,92.400002,63.777020,33511800
2003-01-16,92.500000,92.930000,91.449997,92.019997,63.514759,44812100
2003-01-17,90.989998,92.300003,90.150002,90.660004,62.576031,35618300
2003-01-21,90.870003,90.919998,88.949997,89.250000,61.602810,36826200
2003-01-22,88.769997,89.800003,88.000000,88.169998,60.857338,42286500
2003-01-23,88.750000,89.379997,87.949997,88.709999,61.230091,55919800
2003-01-24,88.589996,88.680000,86.169998,86.379997,59.621819,68633900
2003-01-27,85.730003,86.800003,84.500000,85.199997,58.807384,57884400
2003-01-28,85.629997,86.400002,85.129997,85.830002,59.242195,46929100
2003-01-29,85.419998,87.180000,84.769997,86.480003,59.690903,53712200
2003-01-30,86.790001,86.879997,84.400002,84.430000,58.275902,49845900
2003-01-31,84.150002,86.209999,84.150002,86.059998,59.400955,55317000
2003-02-03,86.139999,86.809998,85.919998,86.230003,59.518299,39696000
2003-02-04,85.309998,85.750000,84.300003,85.379997,58.931618,43633400
2003-02-05,85.750000,86.540001,84.480003,84.849998,58.565781,55270600
2003-02-06,84.370003,84.889999,83.650002,84.449997,58.289719,53638000
2003-02-07,84.910004,84.989998,82.970001,83.419998,57.578777,43165000
2003-02-10,83.459999,84.129997,82.650002,84.010002,57.985992,45455900
2003-02-11,84.370003,84.879997,82.830002,83.430000,57.585693,46861000
2003-02-12,83.160004,83.620003,82.089996,82.099998,56.667717,35873600
2003-02-13,82.150002,82.660004,81.000000,82.349998,56.840221,57934100
2003-02-14,82.370003,84.199997,81.820000,84.150002,58.082645,59580900
2003-02-18,84.529999,85.800003,84.389999,85.629997,59.104187,39492700
2003-02-19,85.320000,85.470001,84.279999,85.180000,58.793617,31432000
2003-02-20,85.209999,85.419998,84.050003,84.330002,58.206894,29280100
2003-02-21,84.379997,85.739998,83.459999,85.180000,58.793617,60955800
2003-02-24,84.930000,85.000000,83.589996,83.800003,57.841068,30628600
2003-02-25,82.949997,84.489998,82.220001,84.470001,58.303551,56770600
2003-02-26,84.019997,84.529999,83.080002,83.239998,57.454544,37787200
2003-02-27,83.699997,84.750000,83.160004,84.339996,58.213791,51126000
2003-02-28,84.470001,85.230003,84.160004,84.900002,58.600323,43666800
2003-03-03,85.260002,85.779999,83.720001,84.089996,58.041210,42923100
2003-03-04,83.949997,84.010002,82.650002,82.750000,57.116322,31440500
2003-03-05,82.610001,83.540001,82.360001,83.449997,57.599480,43974700
2003-03-06,82.870003,83.519997,82.470001,82.750000,57.116322,41217700
2003-03-07,81.610001,83.989998,81.430000,83.320000,57.509731,63538000
2003-03-10,82.599998,82.860001,81.099998,81.320000,56.129318,41014100
2003-03-11,81.480003,82.000000,80.480003,80.519997,55.577103,48102700
2003-03-12,80.379997,81.099998,79.379997,81.059998,55.949844,62459800
2003-03-13,82.180000,83.910004,81.529999,83.860001,57.882515,72117800
2003-03-14,84.199997,84.769997,83.349998,84.129997,58.068840,63951800
2003-03-17,83.459999,86.949997,83.220001,86.779999,59.897903,88217500
2003-03-18,87.150002,87.349998,86.279999,87.290001,60.249947,50792300
2003-03-19,87.279999,88.160004,86.680000,87.959999,60.712387,49630800
2003-03-20,87.330002,88.589996,86.349998,88.150002,60.843552,67321600
2003-03-21,88.800003,89.879997,87.930000,89.669998,62.142254,71165300
2003-03-24,88.019997,88.139999,86.349998,86.690002,60.077091,65398900
2003-03-25,86.739998,88.260002,86.440002,87.519997,60.652302,61040100
2003-03-26,87.559998,87.849998,86.800003,87.080002,60.347347,45740800
2003-03-27,86.400002,87.660004,85.989998,87.150002,60.395882,53120200
2003-03-28,86.470001,87.279999,86.250000,86.709999,60.090954,32583000
2003-03-31,85.349998,86.589996,84.400002,84.739998,58.725727,61119500
2003-04-01,85.250000,86.389999,84.910004,86.040001,59.626625,53574000
2003-04-02,87.540001,88.769997,87.500000,88.120003,61.068104,50431200
2003-04-03,88.870003,88.989998,87.650002,87.699997,60.777016,48755500
2003-04-04,88.430000,88.589996,87.620003,88.220001,61.137405,36250100
2003-04-07,90.339996,90.849998,87.970001,88.050003,61.019569,69776200
2003-04-08,88.300003,88.650002,87.709999,88.190002,61.116619,39712700
2003-04-09,88.360001,89.099998,86.769997,87.029999,60.312737,55647300
2003-04-10,87.089996,87.629997,85.709999,87.510002,60.645317,41812400
2003-04-11,88.160004,88.699997,86.860001,87.150002,60.395882,47730100
2003-04-14,87.470001,89.000000,87.000000,88.949997,61.643280,36711700
2003-04-15,88.839996,89.779999,88.419998,89.779999,62.218506,49709800
2003-04-16,89.910004,90.059998,88.029999,88.250000,61.158211,51788000
2003-04-17,88.300003,89.720001,88.190002,89.559998,62.066048,37403100
2003-04-21,89.860001,90.160004,89.059998,89.650002,62.128395,32052700
2003-04-22,89.099998,91.559998,88.889999,91.339996,63.299591,59763600
2003-04-23,91.620003,92.349998,91.239998,92.180000,63.881714,44227100
2003-04-24,91.529999,92.080002,90.959999,91.360001,63.313435,49692400
2003-04-25,91.300003,91.470001,90.019997,90.230003,62.530342,43917200
2003-04-28,90.440002,92.190002,90.300003,91.790001,63.611431,46432900
2003-04-29,92.139999,92.800003,91.400002,92.110001,63.833183,52017100
2003-04-30,91.910004,92.570000,91.410004,91.910004,63.694592,48709100
2003-05-01,91.919998,92.730003,90.500000,91.900002,63.687672,50240400
2003-05-02,91.559998,93.470001,91.489998,93.209999,64.595520,50201500
2003-05-05,93.470001,93.779999,92.500000,93.029999,64.470779,35437800
2003-05-06,93.040001,94.379997,93.000000,93.910004,65.080635,44401000
2003-05-07,93.419998,94.139999,92.970001,93.389999,64.720276,41413100
2003-05-08,92.519997,93.330002,92.279999,92.449997,64.068810,40570700
2003-05-09,92.830002,93.800003,92.610001,93.730003,64.955872,33608100
2003-05-12,93.500000,95.120003,93.279999,94.879997,65.752838,35662300
2003-05-13,94.529999,95.180000,94.260002,94.709999,65.635017,39253600
2003-05-14,95.089996,95.239998,93.910004,94.510002,65.496422,32195100
2003-05-15,94.889999,95.330002,94.250000,95.110001,65.912216,43879200
2003-05-16,94.889999,95.449997,94.260002,94.870003,65.745918,38905000
2003-05-19,94.150002,94.419998,92.330002,92.650002,64.207413,41606000
2003-05-20,92.820000,93.029999,91.589996,92.459999,64.075729,55404600
2003-05-21,92.110001,92.879997,91.910004,92.650002,64.207413,49333800
2003-05-22,92.949997,94.050003,92.680000,93.570000,64.844994,38421800
2003-05-23,93.529999,93.980003,93.139999,93.760002,64.976685,26155900
2003-05-27,93.300003,95.839996,93.070000,95.400002,66.113190,43719200
2003-05-28,95.849998,96.470001,95.430000,95.669998,66.300308,37727100
2003-05-29,95.879997,96.820000,95.080002,95.419998,66.127083,50844200
2003-05-30,95.900002,97.089996,95.559998,96.949997,67.187370,52529500
2003-06-02,97.529999,98.449997,96.669998,97.349998,67.464569,50305500
2003-06-03,97.150002,97.839996,96.849998,97.750000,67.741776,38254500
2003-06-04,97.660004,99.349998,97.570000,99.160004,68.718903,49360700
2003-06-05,98.580002,99.650002,98.269997,99.650002,69.058487,46262400
2003-06-06,100.400002,101.400002,99.129997,99.260002,68.788216,60356800
2003-06-09,98.769997,99.099998,97.769997,98.250000,68.088303,37808500
2003-06-10,98.459999,99.260002,98.190002,99.250000,68.781296,29965900
