Date,Open,High,Low,Close,Adj Close,Volume
2001-11-27,15.168333,15.168333,15.168333,15.168333,10.196901,0
2001-11-28,15.168333,15.168333,15.168333,15.168333,10.196901,0
2001-11-29,15.168333,15.168333,15.168333,15.168333,10.196901,0
2001-11-30,15.220000,15.220000,15.220000,15.220000,10.231637,600
2001-12-03,15.220000,15.220000,15.220000,15.220000,10.231637,0
2001-12-04,15.440000,15.440000,15.440000,15.440000,10.379532,600
2001-12-05,15.440000,15.440000,15.440000,15.440000,10.379532,0
2001-12-06,15.686667,15.686667,15.686667,15.686667,10.545352,1200
2001-12-07,15.450000,15.450000,15.356667,15.356667,10.323511,1800
2001-12-10,15.356667,15.356667,15.356667,15.356667,10.323511,0
2001-12-11,15.125000,15.125000,15.125000,15.125000,10.167772,1200
2001-12-12,15.050000,15.050000,15.008333,15.008333,10.089342,1800
2001-12-13,15.008333,15.008333,15.008333,15.008333,10.089342,0
2001-12-14,15.008333,15.008333,15.008333,15.008333,10.089342,0
2001-12-17,14.946667,14.946667,14.946667,14.946667,10.089681,0
2001-12-18,15.008333,15.135000,15.008333,15.135000,10.216816,7800
2001-12-19,15.108333,15.233333,15.108333,15.233333,10.283194,14400
2001-12-20,15.233333,15.233333,15.233333,15.233333,10.283194,0
2001-12-21,15.233333,15.233333,15.233333,15.233333,10.283194,0
2001-12-24,15.500000,15.500000,15.500000,15.500000,10.463209,600
2001-12-26,15.908333,15.908333,15.908333,15.908333,10.738849,600
2001-12-27,15.908333,15.908333,15.908333,15.908333,10.738849,0
2001-12-28,16.059999,16.059999,16.059999,16.059999,10.841231,600
2001-12-31,15.933333,15.933333,15.933333,15.933333,10.755726,6000
2002-01-02,15.933333,15.933333,15.933333,15.933333,10.755726,0
2002-01-03,15.933333,15.933333,15.933333,15.933333,10.755726,0
2002-01-04,15.700000,15.730000,15.700000,15.730000,10.618464,1800
2002-01-07,15.816667,15.816667,15.816667,15.816667,10.676966,1800
2002-01-08,15.650000,15.650000,15.650000,15.650000,10.564462,600
2002-01-09,15.648333,15.648333,15.648333,15.648333,10.563339,600
2002-01-10,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-11,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-14,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-15,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-16,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-17,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-18,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-01-22,14.866667,14.866667,14.758333,14.761667,9.964797,10200
2002-01-23,14.761667,14.761667,14.761667,14.761667,9.964797,0
2002-01-24,14.761667,14.761667,14.761667,14.761667,9.964797,0
2002-01-25,14.761667,14.761667,14.761667,14.761667,9.964797,0
2002-01-28,15.433333,15.433333,15.433333,15.433333,10.418204,14400
2002-01-29,15.341667,15.341667,15.341667,15.341667,10.356326,600
2002-01-30,15.341667,15.341667,15.341667,15.341667,10.356326,0
2002-01-31,15.341667,15.341667,15.341667,15.341667,10.356326,0
2002-02-01,15.341667,15.341667,15.341667,15.341667,10.356326,0
2002-02-04,15.341667,15.341667,15.341667,15.341667,10.356326,0
2002-02-05,15.341667,15.341667,15.341667,15.341667,10.356326,0
2002-02-06,15.341667,15.341667,15.341667,15.341667,10.356326,0
2002-02-07,15.100000,15.100000,15.100000,15.100000,10.193191,3600
2002-02-08,15.100000,15.100000,15.100000,15.100000,10.193191,0
2002-02-11,15.100000,15.100000,15.100000,15.100000,10.193191,0
2002-02-12,15.450000,15.450000,15.450000,15.450000,10.429454,1200
2002-02-13,15.500000,15.523333,15.500000,15.523333,10.478956,7800
2002-02-14,15.613333,15.648333,15.613333,15.648333,10.563339,8400
2002-02-15,15.648333,15.648333,15.648333,15.648333,10.563339,0
2002-02-19,15.556667,15.556667,15.556667,15.556667,10.501458,600
2002-02-20,15.556667,15.556667,15.556667,15.556667,10.501458,0
2002-02-21,15.790000,15.790000,15.651667,15.651667,10.565587,3600
2002-02-22,15.651667,15.651667,15.651667,15.651667,10.565587,0
2002-02-25,15.998333,16.070000,15.998333,16.070000,10.847982,1200
2002-02-26,16.129999,16.129999,16.129999,16.129999,10.888482,600
2002-02-27,16.126667,16.126667,16.116667,16.116667,10.879486,2400
2002-02-28,16.186666,16.263332,16.186666,16.218332,10.948112,89400
2002-03-01,16.333332,16.333332,16.333332,16.333332,11.025743,600
2002-03-04,16.531668,16.658333,16.531668,16.658333,11.245130,1200
2002-03-05,16.666668,16.666668,16.666668,16.666668,11.250764,600
2002-03-06,16.666668,16.666668,16.666668,16.666668,11.250764,0
2002-03-07,17.006666,17.096666,17.006666,17.096666,11.541031,6000
2002-03-08,17.133333,17.133333,16.941668,16.941668,11.436397,12600
2002-03-11,17.023333,17.051666,17.023333,17.051666,11.540396,10200
2002-03-12,17.051666,17.051666,17.051666,17.051666,11.540396,0
2002-03-13,17.013332,17.013332,17.013332,17.013332,11.514450,1200
2002-03-14,17.013332,17.013332,17.013332,17.013332,11.514450,0
2002-03-15,17.105000,17.105000,17.105000,17.105000,11.576490,600
2002-03-18,17.183332,17.290001,17.183332,17.198334,11.639658,19800
2002-03-19,17.198334,17.198334,17.198334,17.198334,11.639658,0
2002-03-20,17.350000,17.441668,17.333332,17.441668,11.804344,4200
2002-03-21,17.283333,17.283333,17.166668,17.181667,11.628382,5400
2002-03-22,17.181667,17.181667,17.181667,17.181667,11.628382,0
2002-03-25,16.916668,17.023333,16.916668,17.020000,11.518968,27000
2002-03-26,16.958332,16.958332,16.958332,16.958332,11.477232,600
2002-03-27,16.958332,16.958332,16.958332,16.958332,11.477232,0
2002-03-28,16.958332,16.958332,16.958332,16.958332,11.477232,0
2002-04-01,16.958332,16.958332,16.958332,16.958332,11.477232,0
2002-04-02,17.406668,17.548332,17.406668,17.500000,11.843820,15000
2002-04-03,17.223333,17.295000,17.203333,17.203333,11.643045,3600
2002-04-04,16.971666,16.971666,16.940001,16.940001,11.464820,2400
2002-04-05,16.976667,16.976667,16.976667,16.976667,11.489639,600
2002-04-08,17.033333,17.033333,16.980000,16.980000,11.491892,2400
2002-04-09,16.933332,16.933332,16.716667,16.716667,11.313675,2400
2002-04-10,16.716667,16.716667,16.716667,16.716667,11.313675,0
2002-04-11,16.850000,16.965000,16.850000,16.875000,11.420829,12600
2002-04-12,16.716667,16.716667,16.353333,16.353333,11.067774,9000
2002-04-15,16.633333,16.708332,16.633333,16.650000,11.268553,4800
2002-04-16,16.745001,16.775000,16.745001,16.775000,11.353150,2400
2002-04-17,17.100000,17.100000,17.093332,17.093332,11.568594,3000
2002-04-18,17.241667,17.266666,17.200001,17.200001,11.640790,45600
2002-04-19,17.200001,17.200001,17.200001,17.200001,11.640790,0
2002-04-22,17.083332,17.083332,17.033333,17.033333,11.527989,3600
